PropertyType,Location,Year,Rent,CPI,Price-Rent-Ratio,VacancyRate,HousingStock
Apartment,"Cork Street, Dublin 8",2010,996.2,44.78,128.9,0,1992000
Apartment,"Dolphins Barn, Dublin 8",2010,969.52,44.78,128.9,0,1992000
Apartment,"Inchicore, Dublin 8",2010,989.49,44.78,128.9,0,1992000
Apartment,"Islandbridge, Dublin 8",2010,960.94,44.78,128.9,0,1992000
Apartment,"Kilmainham , Dublin 8",2010,1041.37,44.78,128.9,0,1992000
Apartment,"Portobello, Dublin 8",2010,915.56,44.78,128.9,0,1992000
Apartment,"Rialto, Dublin 8",2010,908.82,44.78,128.9,0,1992000
Apartment,"South Circular Road, Dublin 8",2010,743.32,44.78,128.9,0,1992000
Apartment,"The Coombe, Dublin 8",2010,975.74,44.78,128.9,0,1992000
Apartment,Dublin 9,2010,920.74,44.78,128.9,0,1992000
Apartment,"Ballymun, Dublin 9",2010,778.88,44.78,128.9,0,1992000
Apartment,"Beaumont, Dublin 9",2010,868.87,44.78,128.9,0,1992000
Apartment,"Drumcondra, Dublin 9",2010,1034.93,44.78,128.9,0,1992000
Apartment,"Glasnevin, Dublin 9",2010,898.12,44.78,128.9,0,1992000
Apartment,"Santry, Dublin 9",2010,900.6,44.78,128.9,0,1992000
Apartment,"Whitehall, Dublin 9",2010,681.9,44.78,128.9,0,1992000
Apartment,Dublin 10,2010,867.86,44.78,128.9,0,1992000
Apartment,"Ballyfermot, Dublin 10",2010,867.73,44.78,128.9,0,1992000
Apartment,"Cherry Orchard, Dublin 10",2010,879.56,44.78,128.9,0,1992000
Apartment,Dublin 11,2010,905.37,44.78,128.9,0,1992000
Apartment,"Ballymun, Dublin 11",2010,801.24,44.78,128.9,0,1992000
Apartment,"Finglas, Dublin 11",2010,929.23,44.78,128.9,0,1992000
Apartment,"Glasnevin, Dublin 11",2010,980.54,44.78,128.9,0,1992000
Apartment,"Meakstown, Dublin 11",2010,996.62,44.78,128.9,0,1992000
Apartment,"St Margarets Road, Dublin 11",2010,988.27,44.78,128.9,0,1992000
Apartment,Dublin 12,2010,965.52,44.78,128.9,0,1992000
Apartment,"Crumlin, Dublin 12",2010,877.99,44.78,128.9,0,1992000
Apartment,"Drimnagh, Dublin 12",2010,1068.46,44.78,128.9,0,1992000
Apartment,"Kimmage, Dublin 12",2010,858.08,44.78,128.9,0,1992000
Apartment,"Walkinstown, Dublin 12",2010,0,44.78,128.9,0,1992000
Apartment,Dublin 13,2010,979.69,44.78,128.9,0,1992000
Apartment,"Baldoyle, Dublin 13",2010,934.82,44.78,128.9,0,1992000
Apartment,"Balgriffin, Dublin 13",2010,976.46,44.78,128.9,0,1992000
Apartment,"Clongriffin, Dublin 13",2010,981.49,44.78,128.9,0,1992000
Apartment,"Donaghmede, Dublin 13",2010,946.39,44.78,128.9,0,1992000
Apartment,"Sutton, Dublin 13",2010,1191.32,44.78,128.9,0,1992000
Apartment,Dublin 14,2010,1109.2,44.78,128.9,0,1992000
Apartment,"Churchtown, Dublin 14",2010,1076.98,44.78,128.9,0,1992000
Apartment,"Clonskeagh, Dublin 14",2010,1134.68,44.78,128.9,0,1992000
Apartment,"Dundrum, Dublin 14",2010,1129.7,44.78,128.9,0,1992000
Apartment,"Goatstown, Dublin 14",2010,1258.85,44.78,128.9,0,1992000
Apartment,"Rathfarnham, Dublin 14",2010,1010.36,44.78,128.9,0,1992000
Apartment,Dublin 15,2010,945.91,44.78,128.9,0,1992000
Apartment,"Ashtown, Dublin 15",2010,987.56,44.78,128.9,0,1992000
Apartment,"Blanchardstown, Dublin 15",2010,924.04,44.78,128.9,0,1992000
Apartment,"Carpenterstown, Dublin 15",2010,913.1,44.78,128.9,0,1992000
Apartment,"Castleknock, Dublin 15",2010,1020.11,44.78,128.9,0,1992000
Apartment,"Clonee, Dublin 15",2010,830.85,44.78,128.9,0,1992000
Apartment,"Clonsilla, Dublin 15",2010,881.15,44.78,128.9,0,1992000
Apartment,"Coolmine, Dublin 15",2010,925.15,44.78,128.9,0,1992000
Apartment,"Mulhuddart, Dublin 15",2010,808.71,44.78,128.9,0,1992000
Apartment,"Ongar, Dublin 15",2010,844.08,44.78,128.9,0,1992000
Apartment,"Porterstown, Dublin 15",2010,986.78,44.78,128.9,0,1992000
Apartment,"Royal Canal Park, Dublin 15",2010,986.6,44.78,128.9,0,1992000
Apartment,"Tyrrelstown, Dublin 15",2010,876.82,44.78,128.9,0,1992000
Apartment,Dublin 16,2010,1086.94,44.78,128.9,0,1992000
Apartment,"Ballinteer, Dublin 16",2010,1114.14,44.78,128.9,0,1992000
Apartment,"Dundrum, Dublin 16",2010,1177.18,44.78,128.9,0,1992000
Apartment,"Knocklyon, Dublin 16",2010,0,44.78,128.9,0,1992000
Apartment,"Rathfarnham, Dublin 16",2010,1036.41,44.78,128.9,0,1992000
Apartment,"Sandyford, Dublin 16",2010,0,44.78,128.9,0,1992000
Apartment,Dublin 17,2010,949.45,44.78,128.9,0,1992000
Apartment,"Malahide Road, Dublin 17",2010,943.67,44.78,128.9,0,1992000
Apartment,"Northern Cross, Dublin 17",2010,993.37,44.78,128.9,0,1992000
Apartment,Dublin 18,2010,1117.35,44.78,128.9,0,1992000
Apartment,"Cabinteely, Dublin 18",2010,1094.64,44.78,128.9,0,1992000
Apartment,"Carrickmines, Dublin 18",2010,1099.26,44.78,128.9,0,1992000
Apartment,"Foxrock, Dublin 18",2010,1525.85,44.78,128.9,0,1992000
Apartment,"Leopardstown, Dublin 18",2010,1227.7,44.78,128.9,0,1992000
Apartment,"Sandyford, Dublin 18",2010,1115.88,44.78,128.9,0,1992000
Apartment,"Stepaside, Dublin 18",2010,1019.73,44.78,128.9,0,1992000
Apartment,Dublin 20,2010,931.32,44.78,128.9,0,1992000
Apartment,"Chapelizod, Dublin 20",2010,931.64,44.78,128.9,0,1992000
Apartment,"Palmerstown, Dublin 20",2010,919.6,44.78,128.9,0,1992000
Apartment,"Clondalkin, Dublin 22",2010,840.05,44.78,128.9,0,1992000
Apartment,Dublin 24,2010,881.84,44.78,128.9,0,1992000
Apartment,"Ballycullen, Dublin 24",2010,959.81,44.78,128.9,0,1992000
Apartment,"Citywest, Dublin 24",2010,897.99,44.78,128.9,0,1992000
Apartment,"Firhouse, Dublin 24",2010,897.61,44.78,128.9,0,1992000
Apartment,"Tallaght, Dublin 24",2010,867.35,44.78,128.9,0,1992000
Other flats,Dublin,2010,694.59,44.78,128.9,0,1992000
Other flats,"Blackrock, Dublin",2010,833.48,44.78,128.9,0,1992000
Other flats,"Dun Laoghaire, Dublin",2010,682.82,44.78,128.9,0,1992000
Other flats,"Monkstown, Dublin",2010,0,44.78,128.9,0,1992000
Other flats,"Sandycove, Dublin",2010,0,44.78,128.9,0,1992000
Other flats,Dublin 1,2010,654.4,44.78,128.9,0,1992000
Other flats,"Summerhill, Dublin 1",2010,0,44.78,128.9,0,1992000
Other flats,Dublin 2,2010,793.35,44.78,128.9,0,1992000
Other flats,Dublin 3,2010,616.76,44.78,128.9,0,1992000
Other flats,"Clonliffe, Dublin 3",2010,0,44.78,128.9,0,1992000
Other flats,"Clontarf, Dublin 3",2010,627.73,44.78,128.9,0,1992000
Other flats,"Drumcondra, Dublin 3",2010,621.67,44.78,128.9,0,1992000
Other flats,"Fairview, Dublin 3",2010,602.67,44.78,128.9,0,1992000
Other flats,Dublin 4,2010,734.71,44.78,128.9,0,1992000
Other flats,"Ballsbridge, Dublin 4",2010,696.83,44.78,128.9,0,1992000
Other flats,"Donnybrook, Dublin 4",2010,720.67,44.78,128.9,0,1992000
Other flats,"Sandymount, Dublin 4",2010,757.21,44.78,128.9,0,1992000
Other flats,Dublin 5,2010,0,44.78,128.9,0,1992000
Other flats,Dublin 6,2010,649.04,44.78,128.9,0,1992000
Other flats,"Harolds Cross, Dublin 6",2010,0,44.78,128.9,0,1992000
Other flats,"Ranelagh, Dublin 6",2010,643.29,44.78,128.9,0,1992000
Other flats,"Rathgar, Dublin 6",2010,661.62,44.78,128.9,0,1992000
Other flats,"Rathmines, Dublin 6",2010,649.33,44.78,128.9,0,1992000
Other flats,"Terenure, Dublin 6",2010,640.75,44.78,128.9,0,1992000
Other flats,Dublin 6W,2010,657.53,44.78,128.9,0,1992000
Other flats,"Harolds Cross, Dublin 6W",2010,641,44.78,128.9,0,1992000
Other flats,"Terenure, Dublin 6W",2010,0,44.78,128.9,0,1992000
Other flats,Dublin 7,2010,592.56,44.78,128.9,0,1992000
Other flats,"Cabra, Dublin 7",2010,612.08,44.78,128.9,0,1992000
Other flats,"Phibsboro, Dublin 7",2010,544.12,44.78,128.9,0,1992000
Other flats,Dublin 8,2010,598.16,44.78,128.9,0,1992000
Other flats,"Inchicore, Dublin 8",2010,563.6,44.78,128.9,0,1992000
Other flats,"Kilmainham , Dublin 8",2010,637.29,44.78,128.9,0,1992000
Other flats,"Portobello, Dublin 8",2010,626.63,44.78,128.9,0,1992000
Other flats,"Rialto, Dublin 8",2010,0,44.78,128.9,0,1992000
Other flats,"South Circular Road, Dublin 8",2010,585.53,44.78,128.9,0,1992000
Other flats,Dublin 9,2010,584.11,44.78,128.9,0,1992000
Other flats,"Drumcondra, Dublin 9",2010,577.23,44.78,128.9,0,1992000
Other flats,"Glasnevin, Dublin 9",2010,510.07,44.78,128.9,0,1992000
Other flats,Dublin 11,2010,678.42,44.78,128.9,0,1992000
Other flats,"Finglas, Dublin 11",2010,0,44.78,128.9,0,1992000
Other flats,Dublin 12,2010,664.53,44.78,128.9,0,1992000
Other flats,"Crumlin, Dublin 12",2010,714.38,44.78,128.9,0,1992000
Other flats,"Kimmage, Dublin 12",2010,541.76,44.78,128.9,0,1992000
Other flats,Dublin 14,2010,0,44.78,128.9,0,1992000
Detached house,Dublin,2011,1557.47,45.94,97.2,8.30%,1999000
Detached house,"Blackrock, Dublin",2011,1683.9,45.94,97.2,8.30%,1999000
Detached house,"Killiney, Dublin",2011,1456.36,45.94,97.2,8.30%,1999000
Detached house,"Lucan, Dublin",2011,1293.02,45.94,97.2,8.30%,1999000
Detached house,"Malahide, Dublin",2011,1699.87,45.94,97.2,8.30%,1999000
Detached house,"Stillorgan, Dublin",2011,1634.22,45.94,97.2,8.30%,1999000
Detached house,"Swords, Dublin",2011,0,45.94,97.2,8.30%,1999000
Detached house,Dublin 4,2011,2192.93,45.94,97.2,8.30%,1999000
Detached house,"Ballsbridge, Dublin 4",2011,2125,45.94,97.2,8.30%,1999000
Detached house,Dublin 5,2011,1215,45.94,97.2,8.30%,1999000
Detached house,Dublin 6,2011,1914.85,45.94,97.2,8.30%,1999000
Detached house,Dublin 7,2011,0,45.94,97.2,8.30%,1999000
Detached house,Dublin 9,2011,1341.62,45.94,97.2,8.30%,1999000
Detached house,Dublin 12,2011,1178.61,45.94,97.2,8.30%,1999000
Detached house,Dublin 13,2011,1473.1,45.94,97.2,8.30%,1999000
Detached house,Dublin 14,2011,1756.32,45.94,97.2,8.30%,1999000
Detached house,"Rathfarnham, Dublin 14",2011,1685.94,45.94,97.2,8.30%,1999000
Detached house,Dublin 15,2011,1215.75,45.94,97.2,8.30%,1999000
Detached house,"Castleknock, Dublin 15",2011,1298.59,45.94,97.2,8.30%,1999000
Detached house,"Clonsilla, Dublin 15",2011,0,45.94,97.2,8.30%,1999000
Detached house,Dublin 16,2011,1405.51,45.94,97.2,8.30%,1999000
Detached house,Dublin 18,2011,1990.41,45.94,97.2,8.30%,1999000
Detached house,"Foxrock, Dublin 18",2011,2083.61,45.94,97.2,8.30%,1999000
Detached house,Dublin 24,2011,1042.44,45.94,97.2,8.30%,1999000
Detached house,"Tallaght, Dublin 24",2011,1020.1,45.94,97.2,8.30%,1999000
Semi detached house,Dublin,2011,1119.85,45.94,97.2,8.30%,1999000
Semi detached house,"Balbriggan, Dublin",2011,851.62,45.94,97.2,8.30%,1999000
Semi detached house,"Blackrock, Dublin",2011,1410.16,45.94,97.2,8.30%,1999000
Semi detached house,"Booterstown, Dublin",2011,1554.9,45.94,97.2,8.30%,1999000
Semi detached house,"Citywest, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Dalkey, Dublin",2011,1449.43,45.94,97.2,8.30%,1999000
Semi detached house,"Donabate, Dublin",2011,1029.67,45.94,97.2,8.30%,1999000
Semi detached house,"Dun Laoghaire, Dublin",2011,1254.33,45.94,97.2,8.30%,1999000
Semi detached house,"Glenageary, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Killiney, Dublin",2011,1243.67,45.94,97.2,8.30%,1999000
Semi detached house,"Kinsealy, Dublin",2011,1018.49,45.94,97.2,8.30%,1999000
Semi detached house,"Lucan, Dublin",2011,1014.38,45.94,97.2,8.30%,1999000
Semi detached house,"Lusk, Dublin",2011,949.19,45.94,97.2,8.30%,1999000
Semi detached house,"Malahide, Dublin",2011,1315.57,45.94,97.2,8.30%,1999000
Semi detached house,"Monkstown, Dublin",2011,1141.28,45.94,97.2,8.30%,1999000
Semi detached house,"Mount Merrion, Dublin",2011,1786.92,45.94,97.2,8.30%,1999000
Semi detached house,"Portmarnock, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Rathcoole, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Rush, Dublin",2011,915.46,45.94,97.2,8.30%,1999000
Semi detached house,"Saggart, Dublin",2011,1007.73,45.94,97.2,8.30%,1999000
Semi detached house,"Sandycove, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Shankill, Dublin",2011,1208.25,45.94,97.2,8.30%,1999000
Semi detached house,"Skerries, Dublin",2011,961.76,45.94,97.2,8.30%,1999000
Semi detached house,"Stepaside, Dublin",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Stillorgan, Dublin",2011,1383.44,45.94,97.2,8.30%,1999000
Semi detached house,"Swords, Dublin",2011,1013.73,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 1,2011,1108.24,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 3,2011,1184.21,45.94,97.2,8.30%,1999000
Semi detached house,"Clonliffe, Dublin 3",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Clontarf, Dublin 3",2011,1351.53,45.94,97.2,8.30%,1999000
Semi detached house,"Drumcondra, Dublin 3",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"East Wall, Dublin 3",2011,964.07,45.94,97.2,8.30%,1999000
Semi detached house,"Eastwall, Dublin 3",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Fairview, Dublin 3",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Marino, Dublin 3",2011,1229.83,45.94,97.2,8.30%,1999000
Semi detached house,"North Strand, Dublin 3",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 4,2011,1772.71,45.94,97.2,8.30%,1999000
Semi detached house,"Ballsbridge, Dublin 4",2011,1803.26,45.94,97.2,8.30%,1999000
Semi detached house,"Donnybrook, Dublin 4",2011,1716.3,45.94,97.2,8.30%,1999000
Semi detached house,"Ringsend, Dublin 4",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Sandymount, Dublin 4",2011,1873.7,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 5,2011,1083.03,45.94,97.2,8.30%,1999000
Semi detached house,"Artane, Dublin 5",2011,1083.37,45.94,97.2,8.30%,1999000
Semi detached house,"Killester, Dublin 5",2011,1140.79,45.94,97.2,8.30%,1999000
Semi detached house,"Raheny, Dublin 5",2011,1112.41,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 6,2011,1471.38,45.94,97.2,8.30%,1999000
Semi detached house,"Harolds Cross, Dublin 6",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Milltown, Dublin 6",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Ranelagh, Dublin 6",2011,1572.58,45.94,97.2,8.30%,1999000
Semi detached house,"Rathgar, Dublin 6",2011,1546.53,45.94,97.2,8.30%,1999000
Semi detached house,"Rathmines, Dublin 6",2011,1350.19,45.94,97.2,8.30%,1999000
Semi detached house,"Terenure, Dublin 6",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 6W,2011,1316.42,45.94,97.2,8.30%,1999000
Semi detached house,"Harolds Cross, Dublin 6W",2011,1299.57,45.94,97.2,8.30%,1999000
Semi detached house,"Templeogue, Dublin 6W",2011,1237.08,45.94,97.2,8.30%,1999000
Semi detached house,"Terenure, Dublin 6W",2011,1360.09,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 7,2011,1075.69,45.94,97.2,8.30%,1999000
Semi detached house,"Arbour Hill, Dublin 7",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Cabra, Dublin 7",2011,1024.55,45.94,97.2,8.30%,1999000
Semi detached house,"Navan Road, Dublin 7",2011,1123.64,45.94,97.2,8.30%,1999000
Semi detached house,"North Circular Road, Dublin 7",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Phibsboro, Dublin 7",2011,1121.47,45.94,97.2,8.30%,1999000
Semi detached house,"Smithfield, Dublin 7",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Stoneybatter, Dublin 7",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 8,2011,1093.95,45.94,97.2,8.30%,1999000
Semi detached house,"Inchicore, Dublin 8",2011,1019.93,45.94,97.2,8.30%,1999000
Semi detached house,"Kilmainham , Dublin 8",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 9,2011,1141.27,45.94,97.2,8.30%,1999000
Semi detached house,"Beaumont, Dublin 9",2011,1108.33,45.94,97.2,8.30%,1999000
Semi detached house,"Drumcondra, Dublin 9",2011,1197.73,45.94,97.2,8.30%,1999000
Semi detached house,"Glasnevin, Dublin 9",2011,1350.25,45.94,97.2,8.30%,1999000
Semi detached house,"Santry, Dublin 9",2011,1028.41,45.94,97.2,8.30%,1999000
Semi detached house,"Whitehall, Dublin 9",2011,1119.43,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 10,2011,934.79,45.94,97.2,8.30%,1999000
Semi detached house,"Ballyfermot, Dublin 10",2011,922.38,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 11,2011,1015.18,45.94,97.2,8.30%,1999000
Semi detached house,"Finglas, Dublin 11",2011,944.5,45.94,97.2,8.30%,1999000
Semi detached house,"Glasnevin, Dublin 11",2011,1122.97,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 12,2011,1028.52,45.94,97.2,8.30%,1999000
Semi detached house,"Crumlin, Dublin 12",2011,990.24,45.94,97.2,8.30%,1999000
Semi detached house,"Drimnagh, Dublin 12",2011,982.05,45.94,97.2,8.30%,1999000
Semi detached house,"Kimmage, Dublin 12",2011,1080.75,45.94,97.2,8.30%,1999000
Semi detached house,"Walkinstown, Dublin 12",2011,975.21,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 13,2011,1100.53,45.94,97.2,8.30%,1999000
Semi detached house,"Baldoyle, Dublin 13",2011,1122.92,45.94,97.2,8.30%,1999000
Semi detached house,"Donaghmede, Dublin 13",2011,1087.29,45.94,97.2,8.30%,1999000
Semi detached house,"Sutton, Dublin 13",2011,1210,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 14,2011,1403.19,45.94,97.2,8.30%,1999000
Semi detached house,"Churchtown, Dublin 14",2011,1391.54,45.94,97.2,8.30%,1999000
Semi detached house,"Clonskeagh, Dublin 14",2011,1523.8,45.94,97.2,8.30%,1999000
Semi detached house,"Dundrum, Dublin 14",2011,1342.15,45.94,97.2,8.30%,1999000
Semi detached house,"Goatstown, Dublin 14",2011,1623.26,45.94,97.2,8.30%,1999000
Semi detached house,"Rathfarnham, Dublin 14",2011,1262.95,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 15,2011,1012.73,45.94,97.2,8.30%,1999000
Semi detached house,"Blanchardstown, Dublin 15",2011,961.32,45.94,97.2,8.30%,1999000
Semi detached house,"Carpenterstown, Dublin 15",2011,1059.35,45.94,97.2,8.30%,1999000
Semi detached house,"Castleknock, Dublin 15",2011,1066.96,45.94,97.2,8.30%,1999000
Semi detached house,"Clonee, Dublin 15",2011,1024.33,45.94,97.2,8.30%,1999000
Semi detached house,"Clonsilla, Dublin 15",2011,999.03,45.94,97.2,8.30%,1999000
Semi detached house,"Mulhuddart, Dublin 15",2011,955.16,45.94,97.2,8.30%,1999000
Semi detached house,"Tyrrelstown, Dublin 15",2011,1003.12,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 16,2011,1191.43,45.94,97.2,8.30%,1999000
Semi detached house,"Ballinteer, Dublin 16",2011,1228.87,45.94,97.2,8.30%,1999000
Semi detached house,"Dundrum, Dublin 16",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,"Knocklyon, Dublin 16",2011,1129.2,45.94,97.2,8.30%,1999000
Semi detached house,"Rathfarnham, Dublin 16",2011,1187.9,45.94,97.2,8.30%,1999000
Semi detached house,"Sandyford, Dublin 16",2011,0,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 17,2011,1012.77,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 18,2011,1308.15,45.94,97.2,8.30%,1999000
Semi detached house,"Cabinteely, Dublin 18",2011,1257.45,45.94,97.2,8.30%,1999000
Semi detached house,"Foxrock, Dublin 18",2011,1420.19,45.94,97.2,8.30%,1999000
Semi detached house,"Leopardstown, Dublin 18",2011,1282.17,45.94,97.2,8.30%,1999000
Semi detached house,"Sandyford, Dublin 18",2011,1290.65,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 20,2011,1013.68,45.94,97.2,8.30%,1999000
Semi detached house,"Palmerstown, Dublin 20",2011,990.68,45.94,97.2,8.30%,1999000
Semi detached house,"Clondalkin, Dublin 22",2011,935.02,45.94,97.2,8.30%,1999000
Semi detached house,Dublin 24,2011,994.3,45.94,97.2,8.30%,1999000
Semi detached house,"Ballycullen, Dublin 24",2011,1105.68,45.94,97.2,8.30%,1999000
Semi detached house,"Firhouse, Dublin 24",2011,1062.41,45.94,97.2,8.30%,1999000
Semi detached house,"Tallaght, Dublin 24",2011,971.97,45.94,97.2,8.30%,1999000
Terrace house,Dublin,2011,1028.19,45.94,97.2,8.30%,1999000
Terrace house,"Balbriggan, Dublin",2011,785.79,45.94,97.2,8.30%,1999000
Terrace house,"Blackrock, Dublin",2011,1253.38,45.94,97.2,8.30%,1999000
Terrace house,"Booterstown, Dublin",2011,1250.14,45.94,97.2,8.30%,1999000
Terrace house,"Dalkey, Dublin",2011,1290.59,45.94,97.2,8.30%,1999000
Terrace house,"Dun Laoghaire, Dublin",2011,1072.77,45.94,97.2,8.30%,1999000
Terrace house,"Killiney, Dublin",2011,1063.03,45.94,97.2,8.30%,1999000
Terrace house,"Lucan, Dublin",2011,944.88,45.94,97.2,8.30%,1999000
Terrace house,"Lusk, Dublin",2011,857.94,45.94,97.2,8.30%,1999000
Terrace house,"Malahide, Dublin",2011,1302.9,45.94,97.2,8.30%,1999000
Terrace house,"Monkstown, Dublin",2011,1228.39,45.94,97.2,8.30%,1999000
Terrace house,"Rush, Dublin",2011,859.38,45.94,97.2,8.30%,1999000
Terrace house,"Saggart, Dublin",2011,1011.93,45.94,97.2,8.30%,1999000
Terrace house,"Sandycove, Dublin",2011,1097.66,45.94,97.2,8.30%,1999000
Terrace house,"Shankill, Dublin",2011,0,45.94,97.2,8.30%,1999000
Terrace house,"Skerries, Dublin",2011,901.35,45.94,97.2,8.30%,1999000
Terrace house,"Stillorgan, Dublin",2011,1293.22,45.94,97.2,8.30%,1999000
Terrace house,"Swords, Dublin",2011,960.71,45.94,97.2,8.30%,1999000
Terrace house,Dublin 1,2011,1059.24,45.94,97.2,8.30%,1999000
Terrace house,Dublin 2,2011,1645.73,45.94,97.2,8.30%,1999000
Terrace house,Dublin 3,2011,1018.3,45.94,97.2,8.30%,1999000
