PropertyType,NumberofRoom,Location,2008,2009,2010,2011,2012,2013,2014,2015
Semi detached house,Three bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 3,1518.07,1374.26,1202.61,1168.3,1220.15,1248.93,1333.84,1428.86
Semi detached house,Three bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Clontarf, Dublin 3",1566.87,1451.02,1319.41,1282.6,1312.67,1324.1,1365.19,1487.37
Semi detached house,Three bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"East Wall, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 4,2038.22,1879.56,1763.54,1751.25,1831.59,1970.92,2032.13,2225.85
Semi detached house,Three bed,"Ballsbridge, Dublin 4",0,1978.97,1821.6,1770.77,1717.58,1973.97,2086.98,2152.96
Semi detached house,Three bed,"Donnybrook, Dublin 4",0,1912.89,1729.17,1708.39,0,0,0,0
Semi detached house,Three bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Sandymount, Dublin 4",0,1857.25,1732.39,1746.86,0,1867.05,1955.55,0
Semi detached house,Three bed,Dublin 5,1350.48,1254.19,1118.77,1069.73,1069.85,1103.15,1168.97,1239.23
Semi detached house,Three bed,"Artane, Dublin 5",1361.33,1249.6,1110.88,1056.21,1062.49,1104.57,1172.2,1180.99
Semi detached house,Three bed,"Killester, Dublin 5",0,1337.12,0,0,0,0,0,0
Semi detached house,Three bed,"Raheny, Dublin 5",1347.52,1245.32,1140.95,1092.68,1079.43,1134.01,1218.75,1301.53
Semi detached house,Three bed,Dublin 6,1706.83,1576.1,1480.71,1484.37,1464.96,1521.19,1684.36,1780.6
Semi detached house,Three bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Ranelagh, Dublin 6",0,1700.43,1611.31,1610.08,1491.47,1627.31,1767.39,1782.63
Semi detached house,Three bed,"Rathgar, Dublin 6",0,1575.87,1463,1482.42,1502.06,1527.14,0,0
Semi detached house,Three bed,"Rathmines, Dublin 6",1755.36,1598.44,1435.6,0,1304.64,0,0,0
Semi detached house,Three bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 6W,1555.14,1373.05,1220.37,1199.53,1251.29,1302.75,1366.36,1463.62
Semi detached house,Three bed,"Harolds Cross, Dublin 6W",0,1428.5,1217.88,0,0,1380.94,0,0
Semi detached house,Three bed,"Templeogue, Dublin 6W",0,1272.34,1148.33,0,0,0,1220.17,0
Semi detached house,Three bed,"Terenure, Dublin 6W",0,1325.44,1224.49,1190.05,0,1381.98,1448.96,0
Semi detached house,Three bed,Dublin 7,1417.44,1270.78,1145.82,1073.06,1089.28,1126.35,1199.47,1284.57
Semi detached house,Three bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Cabra, Dublin 7",0,1212.79,1061.5,1025.4,1054.4,1076.35,1139.71,1245
Semi detached house,Three bed,"Navan Road, Dublin 7",1410.19,1272.65,1148.39,0,1100,1164.66,1210.13,0
Semi detached house,Three bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Phibsboro, Dublin 7",0,1273.4,1179.04,1065.92,1085.37,1158.6,1260.41,1315.3
Semi detached house,Three bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 8,1377.1,1282.62,1168.07,1104.07,1165.42,1206.34,1295.27,1335.27
Semi detached house,Three bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Inchicore, Dublin 8",0,0,1092.06,1050.74,0,0,0,0
Semi detached house,Three bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 9,1357.05,1235.64,1099.94,1066.24,1085.26,1113.59,1195.32,1309.56
Semi detached house,Three bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Beaumont, Dublin 9",1315.74,1198.64,1076.83,1037.7,1013.36,1056.26,1167.11,1299.92
Semi detached house,Three bed,"Drumcondra, Dublin 9",1412.89,1325.46,1188.96,1142.5,1132.01,1140.47,1286.75,1387.8
Semi detached house,Three bed,"Glasnevin, Dublin 9",0,1200.32,0,0,0,0,0,0
Semi detached house,Three bed,"Santry, Dublin 9",1269.3,1173.81,1059.6,1023.65,1067.65,1089.48,1114.05,1218.59
Semi detached house,Three bed,"Whitehall, Dublin 9",0,1261.59,1069.19,1024.64,1028.23,1058.33,1164.38,1314.77
Semi detached house,Three bed,Dublin 10,0,1189.39,1058.29,981.62,934.86,917.1,975.61,1042.27
Semi detached house,Three bed,"Ballyfermot, Dublin 10",0,1186.67,1054.38,970.3,921.17,895.51,964.81,1045.48
Semi detached house,Three bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 11,1272.35,1174.96,1053.5,992.59,990.68,1012.63,1067.31,1175.74
Semi detached house,Three bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Finglas, Dublin 11",1214.63,1129.38,1011.98,944.81,941.32,966.02,1014.41,1075.96
Semi detached house,Three bed,"Glasnevin, Dublin 11",0,1259.86,1133.94,1077.11,1074.32,1116.71,1207.56,1348.22
Semi detached house,Three bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 12,1332.93,1186.12,1068.14,1016.6,1023.14,1056.75,1121.98,1248.98
Semi detached house,Three bed,"Crumlin, Dublin 12",1344.13,1190.97,1041.15,1000.46,1044.62,1036.63,1089,1222.61
Semi detached house,Three bed,"Drimnagh, Dublin 12",1287.63,1156.24,1034.56,984.27,999.33,1006.94,1104.88,1224.81
Semi detached house,Three bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Walkinstown, Dublin 12",0,1189.36,1087.75,972.9,950.41,1019.23,1122.21,1226.88
Semi detached house,Three bed,Dublin 13,1314.92,1218.23,1082.2,1038.64,1058.77,1086.97,1136.16,1207.41
Semi detached house,Three bed,"Baldoyle, Dublin 13",0,0,0,0,1100,1130.86,1217.1,0
Semi detached house,Three bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Donaghmede, Dublin 13",0,1173.43,1063.43,1069.17,1039.84,0,0,1147.78
Semi detached house,Three bed,"Sutton, Dublin 13",0,1204.38,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 14,1599.29,1455.14,1317.07,1298.53,1329.03,1397.48,1475.12,1566.19
Semi detached house,Three bed,"Churchtown, Dublin 14",0,1412.38,1311.57,1290.42,1350.13,1365,1413.28,1534.56
Semi detached house,Three bed,"Clonskeagh, Dublin 14",1723.86,1598.09,1433.46,1456.6,1538.2,1627.9,1701.79,1727.66
Semi detached house,Three bed,"Dundrum, Dublin 14",1666.53,1448.49,1299.53,1299.76,1253.61,1305.17,1385.78,1524.89
Semi detached house,Three bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Rathfarnham, Dublin 14",1395.77,1333.6,1215.56,1173.49,1174.43,1241.5,1331.68,1426.13
Semi detached house,Three bed,Dublin 15,1222.74,1131.73,1026.06,982.2,980.9,1002.31,1053.32,1130.24
Semi detached house,Three bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Blanchardstown, Dublin 15",1202.85,1128.41,1019.45,960.79,948.06,946.39,1001.74,1076.96
Semi detached house,Three bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Castleknock, Dublin 15",1246.3,1162.09,1060.29,1020.45,1027.79,1081.46,1131.73,1232.39
Semi detached house,Three bed,"Clonee, Dublin 15",1190.87,1114.55,1036.71,987.79,983.36,1003.96,1066.88,1135.58
Semi detached house,Three bed,"Clonsilla, Dublin 15",1229.91,1117.03,998.69,955.39,958.11,974.05,1028.91,1104.48
Semi detached house,Three bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Mulhuddart, Dublin 15",1172.57,1074.39,975.68,943.19,930.57,933.78,964.13,1011.71
Semi detached house,Three bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Tyrrelstown, Dublin 15",0,1135.69,1013.75,984.13,973.71,1000.66,1069.64,1164.79
Semi detached house,Three bed,Dublin 16,1373.84,1279.2,1178.06,1139.07,1152.6,1203.86,1275.03,1342.33
Semi detached house,Three bed,"Ballinteer, Dublin 16",1384.39,1277.59,1195.67,1188.56,1192.41,1215.38,1318.12,1380
Semi detached house,Three bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Knocklyon, Dublin 16",1346.28,1240.59,1151.45,1109.78,1134.4,1202.94,1260.75,1304.05
Semi detached house,Three bed,"Rathfarnham, Dublin 16",1398.9,1321.19,1161.4,1105.27,1183.57,1244.41,1285.19,1333.31
Semi detached house,Three bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 17,0,1158.66,1078.78,1030.08,1013.4,1010.51,1076.67,1125.5
Semi detached house,Three bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 18,1485.7,1362.31,1242.59,1227.17,1273.05,1312.22,1378.78,1502.2
Semi detached house,Three bed,"Cabinteely, Dublin 18",1452.43,1333.55,1210.23,1218.63,1268.88,1294.3,1376.25,1437.84
Semi detached house,Three bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Foxrock, Dublin 18",0,0,1412.5,0,0,0,0,0
Semi detached house,Three bed,"Leopardstown, Dublin 18",1471.21,1331.68,1203.37,1203.16,1234.66,1288.2,1375.37,1542.85
Semi detached house,Three bed,"Sandyford, Dublin 18",1461.84,1368.67,1216.05,1198.14,1255.41,1282.28,1330.82,1462.67
Semi detached house,Three bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Semi detached house,Three bed,Dublin 20,1244.1,1183.21,1055.86,992.65,978.43,1004.73,1061.27,1162.67
Semi detached house,Three bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Palmerstown, Dublin 20",1242.33,1182.57,1046.73,972.84,965.08,993.96,1054.14,1147.84
Semi detached house,Three bed,"Clondalkin, Dublin 22",1186.14,1086.13,976.33,937.06,927.64,937.1,989.51,1062.69
Semi detached house,Three bed,Dublin 24,1245.07,1139.09,1027.5,983.21,972.29,983.23,1025.76,1107.75
Semi detached house,Three bed,"Ballycullen, Dublin 24",0,1237.74,1117.86,0,0,0,0,0
Semi detached house,Three bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Semi detached house,Three bed,"Firhouse, Dublin 24",1266.11,1177.65,1090.38,1038.43,1041.83,1054.28,1097.71,1185.92
Semi detached house,Three bed,"Tallaght, Dublin 24",1233.85,1125.97,1006.84,962.19,950.93,961.98,1008.14,1087.91
Semi detached house,1 to 2 bed,Dublin,1155.71,1072.45,962.72,923.85,929.1,963.27,1003.41,1055.21
Semi detached house,1 to 2 bed,"Balbriggan, Dublin",994.38,875.02,763.39,718.74,716.25,731.52,762.87,807.87
Semi detached house,1 to 2 bed,"Blackrock, Dublin",1315.51,1203.26,1075.17,1027.62,1000.08,1105.27,1203.29,1166.32
Semi detached house,1 to 2 bed,"Booterstown, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Cabinteely, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Citywest, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Dalkey, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Dun Laoghaire, Dublin",0,1022.11,957.46,973.17,0,0,0,0
Semi detached house,1 to 2 bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Killiney, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Lucan, Dublin",1044.7,1005.3,925.31,900.91,917.8,948.72,937.58,0
Semi detached house,1 to 2 bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Monkstown, Dublin",1211.98,1099.42,906.3,0,0,0,0,0
Semi detached house,1 to 2 bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Rush, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Skerries, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Swords, Dublin",1102.14,1047.22,925.38,835.14,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 1,0,1157.24,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 2,0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 3,1175.32,1084.82,982.93,924.98,936.64,1006.89,1075.38,1184.5
Semi detached house,1 to 2 bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Clontarf, Dublin 3",0,1231.91,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"East Wall, Dublin 3",0,1094.12,953.13,0,0,0,1012.1,0
Semi detached house,1 to 2 bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 4,1580.37,1472.31,1347.87,1321.22,1367.71,1402.1,1452.69,1599.36
Semi detached house,1 to 2 bed,"Ballsbridge, Dublin 4",0,1588.46,1393.81,1341.57,1408.59,1446.16,1503.95,1651.32
Semi detached house,1 to 2 bed,"Donnybrook, Dublin 4",0,1414.17,1361.29,0,0,0,0,0
Semi detached house,1 to 2 bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Ringsend, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Sandymount, Dublin 4",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 5,1155.44,1048.36,912.36,924.34,870.52,900,996.62,1062.62
Semi detached house,1 to 2 bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 6,1193.72,1152.4,1115.1,1084.92,1102.68,1168.5,1198.36,1303.08
Semi detached house,1 to 2 bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Ranelagh, Dublin 6",1262.09,1243.71,1204.12,1174.03,0,0,0,0
Semi detached house,1 to 2 bed,"Rathgar, Dublin 6",0,1061.87,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Rathmines, Dublin 6",1143.96,1081.68,1045.65,0,0,0,1241.7,0
Semi detached house,1 to 2 bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 6W,0,1085.86,1031.43,0,0,1125,1151.67,0
Semi detached house,1 to 2 bed,"Harolds Cross, Dublin 6W",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 7,1110.43,1023.76,948.46,943.44,951.98,976.37,1024.06,1097.85
Semi detached house,1 to 2 bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Cabra, Dublin 7",0,1060.69,962.5,945.12,939.47,969.85,1032.55,1081.07
Semi detached house,1 to 2 bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Phibsboro, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Stoneybatter, Dublin 7",0,1026.13,933.06,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 8,1243.98,1145.56,1066.3,1040,1039.37,1046.63,1108.02,1168.8
Semi detached house,1 to 2 bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Inchicore, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Kilmainham , Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 9,1034.45,963.15,900.45,915.11,872.58,870.06,920.8,1039.07
Semi detached house,1 to 2 bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Drumcondra, Dublin 9",1046.97,932.41,876.28,0,896.71,853.37,904.36,0
Semi detached house,1 to 2 bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 10,0,1019.45,939.59,871.6,891.17,903.83,0,0
Semi detached house,1 to 2 bed,"Ballyfermot, Dublin 10",0,0,944.51,0,0,0,0,0
Semi detached house,1 to 2 bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 11,1074.06,1001.23,921.06,878.08,876.95,891.68,920.34,962.6
Semi detached house,1 to 2 bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Finglas, Dublin 11",0,967.04,901.33,860.92,845.94,844.09,886.09,928.25
Semi detached house,1 to 2 bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 12,1177,1046.28,948.96,939.67,947.25,947.16,994.19,1108.14
Semi detached house,1 to 2 bed,"Crumlin, Dublin 12",0,1018.05,903.25,914.72,938.15,949.13,930.97,0
Semi detached house,1 to 2 bed,"Drimnagh, Dublin 12",0,0,998.13,950.09,945.42,939.15,947.65,1076.62
Semi detached house,1 to 2 bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 13,0,1078.09,996.45,0,0,0,0,0
Semi detached house,1 to 2 bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 14,1281.26,1196.43,1102.64,1067.73,1077.57,1127.93,1218.06,1289.74
Semi detached house,1 to 2 bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Dundrum, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Rathfarnham, Dublin 14",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,Dublin 15,1137.96,1034.34,888.19,868.4,883.07,908.05,900.38,962.09
Semi detached house,1 to 2 bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Blanchardstown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Castleknock, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Clonee, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Clonsilla, Dublin 15",0,992.1,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Semi detached house,1 to 2 bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
